,SpecimenCode,Species,isSoil,isGround,isArboreal,MicrohabString,Caste,sortingID
0,jtl211593,ponerinaepachycondyla harpax,False,True,False,ex sifted leaf litter,worker,519286
0,jtl211594,ponerinaethaumatomyrmex ferox_complex,False,True,False,ex sifted leaf litter,worker,519287
0,jtl211595,myrmicinaecyphomyrmex rimosus_sl,False,True,False,ex sifted leaf litter,queen,519288
0,jtl211596,myrmicinaeoctostruma wheeleri,False,True,False,ex sifted leaf litter,worker,519289
0,jtl211597,myrmicinaeapterostigma pilosum_complex,False,True,False,ex sifted leaf litter,worker,519290
0,jtl211598,myrmicinaepheidole colobopsis,False,True,False,ex sifted leaf litter,worker,519291
0,jtl211599,myrmicinaepheidole purpurea,False,True,False,ex sifted leaf litter,worker,519292
0,jtl211600,myrmicinaepheidole harrisonfordi,False,True,False,ex sifted leaf litter,worker,519293
0,jtl211601,myrmicinaepheidole tuxtlasana,False,True,False,ex sifted leaf litter,worker,519294
0,jtl211602,myrmicinaepheidole colobopsis,False,True,False,ex sifted leaf litter,worker,519295
0,jtl211603,myrmicinaewasmannia auropunctata,False,True,False,ex sifted leaf litter,queen,519296
0,jtl211604,formicinaenylanderia (indet),False,True,False,ex sifted leaf litter,worker,519297
0,jtl211605,myrmicinaepheidole harrisonfordi,False,True,False,ex sifted leaf litter,worker,519298
0,jtl211606,myrmicinaepheidole tuxtlasana,False,True,False,ex sifted leaf litter,worker,519299
0,jtl211607,myrmicinaesolenopsis (indet),False,True,False,ex sifted leaf litter,queen,519300
0,jtl211609,myrmicinaerogeria jtl006,False,True,False,ex sifted leaf litter,worker,519301
0,jtl211610,myrmicinaestrumigenys gundlachi,False,True,False,ex sifted leaf litter,worker,519302
0,jtl211611,myrmicinaestrumigenys margaritae,False,True,False,ex sifted leaf litter,worker,519303
0,jtl211612,amblyoponinaeprionopelta modesta,False,True,False,ex sifted leaf litter,worker,519304
0,jtl211613,formicinaecamponotus integellus,False,True,False,ex sifted leaf litter,worker,519305
0,jtl211614,formicinaecamponotus atriceps,False,True,False,ex sifted leaf litter,worker,519306
0,jtl211615,dorylinaeneivamyrmex compressinodis,False,True,False,ex sifted leaf litter,worker,519307
0,jtl211616,myrmicinaestrumigenys margaritae,False,True,False,ex sifted leaf litter,worker,519308
0,jtl211617,myrmicinaecyphomyrmex rimosus_sl,False,True,False,ex sifted leaf litter,queen,519309
0,jtl211618,myrmicinaeoctostruma wheeleri,False,True,False,ex sifted leaf litter,worker,519310
0,jtl211619,myrmicinaewasmannia auropunctata,False,True,False,ex sifted leaf litter,worker,519311
0,jtl211620,myrmicinaesolenopsis (indet),False,True,False,ex sifted leaf litter,worker,519312
0,jtl211621,amblyoponinaeprionopelta modesta,False,True,False,ex sifted leaf litter,worker,519313
0,jtl211622,myrmicinaepheidole (indet),False,True,False,ex sifted leaf litter,queen,519314
0,jtl211623,myrmicinaepheidole colobopsis,False,True,False,ex sifted leaf litter,worker,519315
0,jtl211624,myrmicinaepheidole harrisonfordi,False,True,False,ex sifted leaf litter,worker,519316
0,jtl211625,myrmicinaepheidole tuxtlasana,False,True,False,ex sifted leaf litter,worker,519317
0,jtl211626,myrmicinaepheidole colobopsis,False,True,False,ex sifted leaf litter,worker,519318
0,jtl211627,myrmicinaepheidole tuxtlasana,False,True,False,ex sifted leaf litter,worker,519319
0,jtl211628,ponerinaehypoponera (indet),False,True,False,ex sifted leaf litter,queen,519320
0,jtl211629,myrmicinaesolenopsis (indet),False,True,False,ex sifted leaf litter,worker,519321
0,jtl211630,myrmicinaewasmannia auropunctata,False,True,False,ex sifted leaf litter,worker,519322
0,jtl211631,formicinaenylanderia (indet),False,True,False,ex sifted leaf litter,worker,519323
0,jtl211632,myrmicinaecyphomyrmex rimosus_sl,False,True,False,ex sifted leaf litter,worker,519324
0,jtl211633,myrmicinaeoctostruma balzani,False,True,False,ex sifted leaf litter,worker,519325
0,jtl211634,myrmicinaestrumigenys gundlachi,False,True,False,ex sifted leaf litter,worker,519326
0,jtl211635,ponerinaepachycondyla harpax,False,True,False,ex sifted leaf litter,worker,519327
0,jtl211636,ponerinaehypoponera (indet),False,True,False,ex sifted leaf litter,worker,519328
0,jtl211637,ponerinaehypoponera nitidula,False,True,False,ex sifted leaf litter,worker,519329
