"","V1","V2","V3","V4"
"63","antweb1008398","54.1889915319477","53.7713625866051","59.2093918398768"
"64","antweb1008488","115.852097130243","71.0632818248712","47.8303899926416"
"65","antweb1008482","122.173720608575","99.0738589211618","77.3546334716459"
"66","antweb1008483","227.690706537672","133.897390794488","20.6273819994137"
"67","antweb1008476","127.071136745975","69.7007930785869","46.0014419610671"
"68","antweb1008455","107.978682170543","71.9156976744186","49.0281007751938"
"69","antweb1008464","86.6509176103085","63.7317454119485","57.6837172979305"
"70","antweb1008450","68.8802946593002","55.67065684469","51.1724984653161"
"71","antweb1008445","146.478318879253","90.1414276184123","68.9019346230821"
"72","antweb1008473","128.83908045977","110.012743628186","92.5109945027486"
"73","antweb1008627","111.999091734787","101.092643051771","97.7729336966394"
"74","antweb1008629","178.11527904849","148.970722781336","137.666971637694"
"75","antweb1008630","111.98656047785","93.5545047287208","83.2090592334495"
"76","antweb1008636","190.466445733223","115.123446561723","87.3330571665286"
"77","antweb1008638","111.005537974684","94.2460443037975","84.4414556962025"
"78","antweb1008623","171.025963149079","117.267169179229","91.0519262981575"
"79","antweb1008640","122.612124779282","79.2089464390818","59.9058269570335"
"80","antweb1008643","155.463313609467","88.7076923076923","54.1508875739645"
"81","antweb1008654","186.935938759065","117.631748589847","80.5028203062047"
"82","antweb1008648","202.462948207171","183.803187250996","175.535458167331"
"83","antweb1008668","181.666923670008","86.7910562837317","70.8172706245181"
"84","antweb1008669","89.9651162790698","54.9324473975637","49.6705426356589"
"85","antweb1008656","137.112492933861","98.3369135104579","75.0344827586207"
"86","antweb1008658","89.119021134594","83.5255839822024","82.6462736373749"
"87","antweb1008665","208.604247104247","187.413127413127","168.913127413127"
"88","antweb1008666","171.076422764228","130.723577235772","109.232520325203"
"89","antweb1008706","60.2811501597444","59.005750798722","56.6217252396166"
"90","antweb1008671","88.8667211774325","71.0858544562551","68.29517579722"
"91","antweb1008696","187.147342995169","123.021739130435","80.8768115942029"
"92","antweb1008688","198.396047756278","129.073281185673","72.6599423631124"
"93","antweb1008660","157.699669966997","106.721672167217","55.5049504950495"
"94","antweb1008716","200.085014409222","124.123439000961","39.0763688760807"
"95","antweb1008774","98.0923076923077","72.8301775147929","69.5704142011834"
"96","antweb1025010","119.908326324643","90.8502943650126","70.8275862068966"
"97","antweb1025030","127.094358974359","100.153846153846","87.4779487179487"
"98","antweb1008901","100.780395852969","95.693685202639","76.9726672950047"
"99","antweb1025163","142.25","105.476241900648","71.1576673866091"
"100","antweb1008981","97.0877873992236","95.3123320394148","89.8244252015527"
"101","antweb1008720","193.702743142145","116.547630922693","60.783042394015"
"102","antweb1008958","109.795300261097","100.251958224543","95.5130548302872"
"103","antweb1008960","139.520547945205","99.8624545708694","84.762929829466"
"104","antweb1008727","230.418940609952","169.998394863563","121.123595505618"
"105","antweb1032014","141.982851543361","99.7893189612935","79.2253797158256"
"106","antweb1032060","97.6112469437653","90.4425427872861","87.6833740831296"
"107","antweb1032043","72.6680997420464","62.5803955288048","54.8340498710232"
"108","antweb1025354","106.454845088991","77.4314436387607","67.5978905735003"
"109","antweb1025390","91.4266895761741","89.2491408934708","89.336197021764"
"110","antweb1025172","106.303501945525","74.938607868569","68.4651967142239"
"111","antweb1025270","108.285425101215","89.4433198380567","71.3356275303644"
"112","antweb1032151","131.63387345679","103.853009259259","82.2233796296296"
"113","antweb1032125","162.832915360502","116.301880877743","66.5391849529781"
"114","antweb1025331","109.734721593481","70.0144861928474","65.9153463105478"
"115","antweb1032320","158.816935207405","115.567020911896","70.8728145354817"
"116","antweb1032322","129.911501120239","92.126213592233","58.5287528005975"
"117","antweb1032377","167.471191135734","118.569529085873","68.5229916897507"
"118","antweb1032474","157.061660561661","109.589743589744","61.0799755799756"
"119","antweb1032257","162.631330607109","130.987417426864","81.5234350424662"
"120","antweb1032248","158.346606648199","114.781855955679","51.2520775623269"
"121","antweb1032430","114.868903298562","128.118409923879","99.8624189455878"
